hospital_name,last_updated_on,version,location_name,hospital_address,license_number|MA,type_2_npi,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name
Nantucket Cottage Hospital,2026-03-27,3.0.0,Nantucket Cottage Hospital,57 Prospect St Nantucket MA 02554-2799,2044,1447214622,true,Daniel Morash
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","code|4","code|4|type","modifiers","setting","drug_unit_of_measurement","drug_type_of_measurement","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|min","standard_charge|max","standard_charge|methodology","additional_generic_notes"
"Observation 1 Hr","PX-76200002","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","103.98","77.6","","9.77","4.27","191.04","427","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200002","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","126.64","94.51","","119.60","119.60","119.60","64","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200002","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,583).","263.67","143.82","632.80","31","","","other","Observation Flat Rate <=24 units"
"Observation 1 Hr","PX-76200002","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,609).","229.86","123.77","536.33","120","","","other","Observation Flat Rate <=24 units"
"Observation 1 Hr","PX-76200003","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","AETNA [1001]","HB NCH AETNA","117.12","87.4","","109.65","109.65","123.00","168","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200003","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","CIGNA [1006]","HB NCH CIGNA HMO / PPO","127.57","95.2","","2059.23","605.65","2786.01","11","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200003","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","103.98","77.6","","9.77","4.27","191.04","427","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200003","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","126.64","94.51","","119.60","119.60","119.60","64","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200003","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,583).","263.67","143.82","632.80","31","","","other","Observation Flat Rate <=24 units"
"Observation 1 Hr","PX-76200003","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,609).","229.86","123.77","536.33","120","","","other","Observation Flat Rate <=24 units"
"Observation 1 Hr","PX-76200004","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","AETNA [1001]","HB NCH AETNA","117.12","87.4","","109.65","109.65","123.00","168","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200004","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","CIGNA [1006]","HB NCH CIGNA HMO / PPO","127.57","95.2","","2059.23","605.65","2786.01","11","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200004","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","103.98","77.6","","9.77","4.27","191.04","427","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200004","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","126.64","94.51","","119.60","119.60","119.60","64","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200004","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,583).","263.67","143.82","632.80","31","","","other","Observation Flat Rate <=24 units"
"Observation 1 Hr","PX-76200004","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,609).","229.86","123.77","536.33","120","","","other","Observation Flat Rate <=24 units"
"Observation 1 Hr","PX-76200005","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","AETNA [1001]","HB NCH AETNA","117.12","87.4","","109.65","109.65","123.00","168","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200005","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","CIGNA [1006]","HB NCH CIGNA HMO / PPO","127.57","95.2","","2059.23","605.65","2786.01","11","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200005","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","103.98","77.6","","9.77","4.27","191.04","427","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200005","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","126.64","94.51","","119.60","119.60","119.60","64","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200005","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,583).","263.67","143.82","632.80","31","","","other","Observation Flat Rate <=24 units"
"Observation 1 Hr","PX-76200005","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,609).","229.86","123.77","536.33","120","","","other","Observation Flat Rate <=24 units"
"Observation 1 Hr","PX-76200006","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","AETNA [1001]","HB NCH AETNA","117.12","87.4","","109.65","109.65","123.00","168","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200006","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","CIGNA [1006]","HB NCH CIGNA HMO / PPO","127.57","95.2","","2059.23","605.65","2786.01","11","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200006","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","103.98","77.6","","9.77","4.27","191.04","427","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200006","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","126.64","94.51","","119.60","119.60","119.60","64","88.44","127.57","percent of total billed charges",""
"Observation 1 Hr","PX-76200006","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,583).","263.67","143.82","632.80","31","","","other","Observation Flat Rate <=24 units"
"Observation 1 Hr","PX-76200006","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,609).","229.86","123.77","536.33","120","","","other","Observation Flat Rate <=24 units"
"Observation Care Discharge Management","PX-98301208","CDM","99238","CPT","0983","RC","","","","both","","","286.00","214.50","AETNA [1001]","HB NCH AETNA","249.96","87.4","","71.04","71.04","71.04","1 through 10","85","272.27","percent of total billed charges",""
"Observation Care Discharge Management","PX-98301208","CDM","99238","CPT","0983","RC","","","","both","","","286.00","214.50","CIGNA [1006]","HB NCH CIGNA HMO / PPO","272.27","95.2","","218.15","218.15","218.15","1 through 10","85","272.27","percent of total billed charges",""
"Observation Care Discharge Management","PX-98301208","CDM","99238","CPT","0983","RC","","","","both","","","286.00","214.50","HARVARD PILGRIM [120001]","HB NCH HPHC HMO / POS / PPO","265.55","92.85","","99.44","99.12","392.44","1 through 10","85","272.27","percent of total billed charges",""
"Observation Care Discharge Management","PX-98301208","CDM","99238","CPT","0983","RC","","","","both","","","286.00","214.50","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","221.94","77.6","","244.86","244.86","244.86","1 through 10","85","272.27","percent of total billed charges",""
"Observation Care Discharge Management","PX-98301208","CDM","99238","CPT","0983","RC","","","","both","","","286.00","214.50","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","270.30","94.51","","211.65","202.54","211.65","1 through 10","85","272.27","percent of total billed charges",""
"Observation Carve Out (10000 - 29999) - Integumentary/Musculoskeletal","PX-76200008","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","AETNA [1001]","HB NCH AETNA","117.12","87.4","","109.65","109.65","123.00","168","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (10000 - 29999) - Integumentary/Musculoskeletal","PX-76200008","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","CIGNA [1006]","HB NCH CIGNA HMO / PPO","127.57","95.2","","2059.23","605.65","2786.01","11","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (10000 - 29999) - Integumentary/Musculoskeletal","PX-76200008","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","103.98","77.6","","9.77","4.27","191.04","427","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (10000 - 29999) - Integumentary/Musculoskeletal","PX-76200008","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","126.64","94.51","","119.60","119.60","119.60","64","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (10000 - 29999) - Integumentary/Musculoskeletal","PX-76200008","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,583).","263.67","143.82","632.80","31","","","other","Observation Flat Rate <=24 units"
"Observation Carve Out (10000 - 29999) - Integumentary/Musculoskeletal","PX-76200008","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,609).","229.86","123.77","536.33","120","","","other","Observation Flat Rate <=24 units"
"Observation Carve Out (50000 - 59999) - Urinary/Male/Female/Maternity","PX-76200009","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","AETNA [1001]","HB NCH AETNA","117.12","87.4","","109.65","109.65","123.00","168","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (50000 - 59999) - Urinary/Male/Female/Maternity","PX-76200009","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","CIGNA [1006]","HB NCH CIGNA HMO / PPO","127.57","95.2","","2059.23","605.65","2786.01","11","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (50000 - 59999) - Urinary/Male/Female/Maternity","PX-76200009","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","103.98","77.6","","9.77","4.27","191.04","427","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (50000 - 59999) - Urinary/Male/Female/Maternity","PX-76200009","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","126.64","94.51","","119.60","119.60","119.60","64","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (50000 - 59999) - Urinary/Male/Female/Maternity","PX-76200009","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,583).","263.67","143.82","632.80","31","","","other","Observation Flat Rate <=24 units"
"Observation Carve Out (50000 - 59999) - Urinary/Male/Female/Maternity","PX-76200009","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,609).","229.86","123.77","536.33","120","","","other","Observation Flat Rate <=24 units"
"Observation Carve Out (60000 - 69999) - Endo/Nervous/Eye/Auditory","PX-76200010","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","AETNA [1001]","HB NCH AETNA","117.12","87.4","","109.65","109.65","123.00","168","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (60000 - 69999) - Endo/Nervous/Eye/Auditory","PX-76200010","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","CIGNA [1006]","HB NCH CIGNA HMO / PPO","127.57","95.2","","2059.23","605.65","2786.01","11","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (60000 - 69999) - Endo/Nervous/Eye/Auditory","PX-76200010","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","103.98","77.6","","9.77","4.27","191.04","427","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (60000 - 69999) - Endo/Nervous/Eye/Auditory","PX-76200010","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","126.64","94.51","","119.60","119.60","119.60","64","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (60000 - 69999) - Endo/Nervous/Eye/Auditory","PX-76200010","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,583).","263.67","143.82","632.80","31","","","other","Observation Flat Rate <=24 units"
"Observation Carve Out (60000 - 69999) - Endo/Nervous/Eye/Auditory","PX-76200010","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,609).","229.86","123.77","536.33","120","","","other","Observation Flat Rate <=24 units"
"Observation Carve Out (90785 - 98965) - Medicine","PX-76200012","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","AETNA [1001]","HB NCH AETNA","117.12","87.4","","109.65","109.65","123.00","168","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (90785 - 98965) - Medicine","PX-76200012","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","CIGNA [1006]","HB NCH CIGNA HMO / PPO","127.57","95.2","","2059.23","605.65","2786.01","11","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (90785 - 98965) - Medicine","PX-76200012","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","103.98","77.6","","9.77","4.27","191.04","427","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (90785 - 98965) - Medicine","PX-76200012","CDM","G0378","HCPCS","0762","RC","","","","both","","","134.00","100.50","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","126.64","94.51","","119.60","119.60","119.60","64","88.44","127.57","percent of total billed charges",""
"Observation Carve Out (90785 - 98965) - Medicine","PX-76200012","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,583).","263.67","143.82","632.80","31","","","other","Observation Flat Rate <=24 units"
"Observation Carve Out (90785 - 98965) - Medicine","PX-76200012","CDM","G0378","HCPCS","0762","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","","","Payment is accumulated by procedure count. Procedures 1 - 9999, Case rate ($1,609).","229.86","123.77","536.33","120","","","other","Observation Flat Rate <=24 units"
"Obstetric Panel","PX-30000009","CDM","80055","CPT","0300","RC","","","","both","","","465.00","348.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS HMO","425.99","91.61","","234.85","234.85","234.85","1 through 10","306.9","442.68","percent of total billed charges",""
"Obstetric Panel","PX-30000009","CDM","80055","CPT","0300","RC","","","","both","","","465.00","348.75","BLUE CROSS BLUE SHIELD [110001]","HB NCH BLUE CROSS PPO","438.40","94.28","","234.85","234.85","234.85","1 through 10","306.9","442.68","percent of total billed charges",""
"Occult Blood Feces Cancer Screen","PX-30000328","CDM","82270","CPT","0301","RC","","","","both","","","31.00","23.25","AETNA [1001]","HB NCH AETNA","27.09","87.4","","25.50","25.50","25.50","1 through 10","4.38","29.51","percent of total billed charges",""
"Occult Blood Feces Ql Other Single","PX-30000330","CDM","82272","CPT","0301","RC","","","","both","","","36.00","27.00","HARVARD PILGRIM [120001]","HB NCH HPHC HMO / POS / PPO","33.43","92.85","","33.31","33.31","33.31","1 through 10","4.23","34.27","percent of total billed charges",""
"Occult Blood Feces Ql Other Single","PX-30000330","CDM","82272","CPT","0301","RC","","","","both","","","36.00","27.00","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","27.94","77.6","","27.83","27.83","27.83","1 through 10","4.23","34.27","percent of total billed charges",""
"Occupational Therapy Evaluation, Low Complexity","PX-43000108","CDM","97165","CPT","0434","RC","","","","both","","","408.00","306.00","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","316.61","77.6","","313.23","304.17","313.23","1 through 10","104.2","388.42","percent of total billed charges",""
"Occupational Therapy Evaluation, Low Complexity","PX-43000108","CDM","97165","CPT","0434","RC","","","","both","","","408.00","306.00","UNITED HEALTHCARE [1016]","HB NCH MEDICARE","104.20","","Practice Expense (PE) is calculated as PE = 4 * (Full Fee Schedule Amount - Reduced Fee Schedule Amount). If the service has the largest PE of all therapy procedures for the service date, it is reimbursed at the full fee schedule amount ($104.20). Only one unit of the service will be reimbursed at this amount for that service date. Otherwise, it will be reimbursed at the reduced fee schedule amount ($77.94). Each line will be capped at the line billed amount.","102.12","102.12","102.12","1 through 10","104.2","388.42","fee schedule",""
"Office Visit, Established Pat","PX-51000080","CDM","99211","CPT","0510","RC","","","","both","","","41.00","30.75","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","31.82","77.6","","30.88","30.88","30.88","1 through 10","27.06","163.89","percent of total billed charges",""
"Office Visit, Established Pat","PX-51000082","CDM","99213","CPT","0510","RC","","","","both","","","211.00","158.25","AETNA [1001]","HB NCH AETNA","184.41","87.4","","173.40","173.40","173.40","1 through 10","139.26","200.87","percent of total billed charges",""
"Office Visit, Established Pat","PX-51000082","CDM","99213","CPT","0510","RC","","","","both","","","211.00","158.25","HARVARD PILGRIM [120001]","HB NCH HPHC HMO / POS / PPO","195.91","92.85","","194.15","194.15","194.15","1 through 10","139.26","200.87","percent of total billed charges",""
"Office Visit, Established Pat","PX-51000082","CDM","99213","CPT","0510","RC","","","","both","","","211.00","158.25","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","163.74","77.6","","162.18","162.18","162.18","1 through 10","139.26","200.87","percent of total billed charges",""
"Office Visit, Established Pat","PX-98300520","CDM","99211","CPT","0983","RC","","","","both","","","40.00","30.00","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","31.04","77.6","","30.88","30.88","30.88","1 through 10","9.07","38.08","percent of total billed charges",""
"Office Visit, Established Pat","PX-98300522","CDM","99213","CPT","0983","RC","","","","both","","","212.00","159.00","AETNA [1001]","HB NCH AETNA","185.29","87.4","","173.40","173.40","173.40","1 through 10","68.78","201.82","percent of total billed charges",""
"Office Visit, Established Pat","PX-98300522","CDM","99213","CPT","0983","RC","","","","both","","","212.00","159.00","HARVARD PILGRIM [120001]","HB NCH HPHC HMO / POS / PPO","196.84","92.85","","194.15","194.15","194.15","1 through 10","68.78","201.82","percent of total billed charges",""
"Office Visit, Established Pat","PX-98300522","CDM","99213","CPT","0983","RC","","","","both","","","212.00","159.00","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","164.51","77.6","","162.18","162.18","162.18","1 through 10","68.78","201.82","percent of total billed charges",""
"Office Visit, Established Pat|SIGNIFICANT, SEPARATELY IDENTIFIABLE EVALUATION AND MANAGEMENT SERVICE BY THE SAME PHYSICIAN ON THE SAME DAY OF THE PROCEDURE OR OTHER SERVICE","PX-51000082","CDM","99213","CPT","0510","RC","","","25","outpatient","","","211.00","158.25","TUFTS HEALTH PLAN [170001]","HB NCH TUFTS HMO / POS / PPO","166.90","79.1","","78.34","78.34","78.34","1 through 10","166.9","166.9","percent of total billed charges",""
"Office Visit, Established Pat|SIGNIFICANT, SEPARATELY IDENTIFIABLE EVALUATION AND MANAGEMENT SERVICE BY THE SAME PHYSICIAN ON THE SAME DAY OF THE PROCEDURE OR OTHER SERVICE","PX-98300522","CDM","99213","CPT","0983","RC","","","25","outpatient","","","212.00","159.00","TUFTS HEALTH PLAN [170001]","HB NCH TUFTS HMO / POS / PPO","167.69","79.1","","78.34","78.34","78.34","1 through 10","167.69","167.69","percent of total billed charges",""
"OLECRANON PLATE 110MM 7 HOLE ELBOW TITANIUM STANDARD LEFT","SUP-ITM-10088528","CDM","C1713","HCPCS","0278","RC","","","","both","","","3615.00","2711.25","HARVARD PILGRIM [120001]","HB NCH HPHC HMO / POS / PPO","3356.53","92.85","","126.17","126.17","126.17","12","2385.9","3441.48","percent of total billed charges",""
"OLECRANON PLATE 90MM 5 HOLE BONE ELBOW LOCKING MIDSHAFT SUPERIOR TITANIUM LOW PROFILE LEFT","SUP-ITM-10088527","CDM","C1713","HCPCS","0278","RC","","","","both","","","3822.00","2866.50","HARVARD PILGRIM [120001]","HB NCH HPHC HMO / POS / PPO","3548.73","92.85","","126.17","126.17","126.17","12","2522.52","3638.54","percent of total billed charges",""
"Organic Acid Single Qn","PX-30000592","CDM","83921","CPT","0301","RC","","","","both","","","223.00","167.25","HARVARD PILGRIM [120001]","HB NCH HPHC HMO / POS / PPO","207.06","92.85","","204.62","204.62","204.62","1 through 10","21.21","212.3","percent of total billed charges",""
"Organic Acid Single Qn","PX-30000592","CDM","83921","CPT","0301","RC","","","","both","","","223.00","167.25","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","173.05","77.6","","165.98","165.98","165.98","1 through 10","21.21","212.3","percent of total billed charges",""
"Organic Acid Single Qn","PX-30000592","CDM","83921","CPT","0301","RC","","","","both","","","223.00","167.25","UNITED HEALTHCARE [1016]","HB NCH UNITED HMO / PPO / INDEMNITY","210.76","94.51","","199.33","199.33","199.33","1 through 10","21.21","212.3","percent of total billed charges",""
"Osmolality Blood","PX-30000594","CDM","83930","CPT","0301","RC","","","","both","","","50.00","37.50","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","38.80","77.6","","38.16","38.16","38.16","1 through 10","6.61","47.6","percent of total billed charges",""
"Osmolality Urine","PX-30000595","CDM","83935","CPT","0301","RC","","","","both","","","59.00","44.25","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","45.78","77.6","","45.32","45.32","45.32","1 through 10","6.82","56.17","percent of total billed charges",""
"Osteocalcin","PX-30000596","CDM","83937","CPT","0301","RC","","","","both","","","207.00","155.25","CIGNA [1006]","HB NCH CIGNA HMO / PPO","197.06","95.2","","187.80","187.80","187.80","1 through 10","29.85","197.06","percent of total billed charges",""
"Osteomyelitis With McC","539","MS-DRG","","","","","","","","inpatient","","","13805.41","10354.06","MEDICARE ALTERNATE [2002]","HB NCH MEDICARE","19548.94","","Case rate ($19,548.94). If operating cost, defined as billed amount less exclusions * an operating cost-to-charge ratio of 0.875, exceeds $18,338.30, add-ons for qualifying new technology services are included. If operating cost exceeds $59,710.51 plus the cost of any qualifying new technology services, the stay qualifies for an operating outlier of 80% of the excess amount. If capital cost, defined as billed amount less exclusions * a capital cost-to-charge ratio of 0.142, exceeds $7,937.42, the stay qualifies for a capital outlier of 80% of the excess amount. For transfer cases, the transfer adjustment factor is defined as (length of stay + 1) / 6.2. The base transfer operating payment is the transfer adjustment factor * $16,137.08 + an uncompensated DSH payment of $2,183.80. The transfer operating threshold is the transfer adjustment factor * $16,154.49 + an uncompensated DSH payment of $2,183.80. If operating cost exceeds the transfer operating threshold, add-ons for qualifying new technology services are included. If operating cost exceeds the transfer operating threshold + the cost of any qualifying new technology services, the stay qualifies for a transfer operating outlier of 80% of the excess amount. The base transfer capital payment is the transfer adjustment factor * $1,228.06. The transfer capital threshold is the transfer adjustment factor * $1,228.06. If the capital cost exceeds the transfer capital threshold, the stay qualifies for a transfer capital outlier of 80% of the excess amount. Affected by low volume adjustment using a factor of 0.247348.","112.94","112.94","112.94","1 through 10","19548.94","19548.94","other","Inpatient DRG"
"Ot E-Stim Attended 15 Min","PX-43000017","CDM","97032","CPT","0431","RC","","","","both","","","168.00","126.00","MGB HEALTH PLAN [150001]","HB NCH MGBHP COMMERCIAL HMO","130.37","77.6","","128.79","125.06","128.79","1 through 10","14.66","159.94","percent of total billed charges",""
