hospital_name,last_updated_on,version,location_name,hospital_address,type_2_npi,license_number|MD,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name,,,,,,,,,,,,,,,,,,
"Other Skin, Subcutaneous Tissue And Breast Procedures With Cc",580,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures With Cc",580,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures With Cc",580,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,16049.95,16049.95,16049.95,1 through 10,percent of total billed charges,,,
"Other Skin, Subcutaneous Tissue And Breast Procedures With Cc",580,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures With Cc",580,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures With Cc",580,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,42724.4,42724.4,42724.4,1 through 10,percent of total billed charges,,,
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Employee,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Other Skin, Subcutaneous Tissue And Breast Procedures Without Cc/Mcc",581,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Employee,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy With Cc/Mcc,582,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Employee,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Mastectomy For Malignancy Without Cc/Mcc,583,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Employee,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures With Cc/Mcc",584,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,All Commercial Plans,,100,,85428.33,85428.33,85428.33,1 through 10,percent of total billed charges,,,
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Employee,,100,,63575.35,63575.35,63575.35,1 through 10,percent of total billed charges,,,
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,81449.86,81449.86,81449.86,1 through 10,percent of total billed charges,,,
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
"Breast Biopsy, Local Excision And Other Breast Procedures Without Cc/Mcc",585,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Employee,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Mcc,592,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Employee,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,5657.35,5657.35,5657.35,1 through 10,percent of total billed charges,,,
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers With Cc,593,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
