hospital_name,last_updated_on,version,location_name,hospital_address,type_2_npi,license_number|MD,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name,,,,,,,,,,,,,,,,,,
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Employee,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Skin Ulcers Without Cc/Mcc,594,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Employee,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,169364.2,169364.2,169364.2,1 through 10,percent of total billed charges,,,
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders With Mcc,595,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,101044.95,101044.95,101044.95,1 through 10,percent of total billed charges,,,
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Employee,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Major Skin Disorders Without Mcc,596,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Employee,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Mcc,597,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Aetna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Other Commercial Plan,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Carefirst Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Bcbs,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Cigna,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Employee,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Ehp,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Medicare Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Humana,Military Tricare Government,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Priority Partners,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,All Commercial Plans,,100,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
Malignant Breast Disorders With Cc,598,MS-DRG,,,,,facility,inpatient,,,,,,Unitedhealthcare,Medicaid Managed Care Plan,,92.3,,,,,0,percent of total billed charges,,,No services performed during 15-month lookback period.
