hospital_name,last_updated_on,version,location_name,hospital_address,license_number|MA,type_2_npi,"To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.",attester_name
McLean Hospital,2026-03-27,3.0.0,McLean Hospital,115 Mill St Belmont MA 02478-1064,2920,1538185475,true,Daniel Morash
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","code|4","code|4|type","modifiers","setting","drug_unit_of_measurement","drug_type_of_measurement","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|min","standard_charge|max","standard_charge|methodology","additional_generic_notes"
"Office Visit, Established Pat","PX-51000084","CDM","99215","CPT","0510","RC","","","","outpatient","","","516.00","387.00","AETNA [1001]","HB MCL AETNA","285.35","55.3","","281.61","281.61","563.22","62","40.47","550.57","percent of total billed charges",""
"Office Visit, Established Pat","PX-51000084","CDM","99215","CPT","0510","RC","","","","outpatient","","","516.00","387.00","TUFTS HEALTH PLAN [170001]","HB MCL TUFTS MEDICARE REPLACEMENT","153.03","","APC Price ($153.03). The procedure can be bundled into a comprehensive APC if other services qualifying for that comprehensive APC are present.","150.01","150.01","450.03","25","40.47","550.57","other","OPPS APC"
"Office Visit, Established Pat","PX-90000103","CDM","99215","CPT","0914","RC","","","","both","","","516.00","387.00","AETNA [1001]","HB MCL MEDICARE","153.03","","APC Price ($153.03). The procedure can be bundled into a comprehensive APC if other services qualifying for that comprehensive APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","107.12","89.23","210.65","15","153.03","371.52","other","OPPS APC"
"Office Visit, Established Pat","PX-90000103","CDM","99215","CPT","0914","RC","","","","both","","","516.00","387.00","COMMONWEALTH CARE ALLIANCE [1007]","HB MCL MEDICARE","153.03","","APC Price ($153.03). The procedure can be bundled into a comprehensive APC if other services qualifying for that comprehensive APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","125.47","125.47","151.80","1 through 10","153.03","371.52","other","OPPS APC"
"Office Visit, Established Pat","PX-90000103","CDM","99215","CPT","0914","RC","","","","both","","","516.00","387.00","ELDER SERVICES [1037]","HB MCL MEDICARE","153.03","","APC Price ($153.03). The procedure can be bundled into a comprehensive APC if other services qualifying for that comprehensive APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","134.43","134.43","134.43","1 through 10","153.03","371.52","other","OPPS APC"
"Office Visit, Established Pat","PX-90000103","CDM","99215","CPT","0914","RC","","","","both","","","516.00","387.00","HUMANA [1012]","HB MCL MEDICARE","153.03","","APC Price ($153.03). The procedure can be bundled into a comprehensive APC if other services qualifying for that comprehensive APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","148.21","147.01","148.21","1 through 10","153.03","371.52","other","OPPS APC"
"Office Visit, Established Pat","PX-90000103","CDM","99215","CPT","0914","RC","","","","both","","","516.00","387.00","MEDICARE ALTERNATE [2002]","HB MCL MEDICARE","153.03","","APC Price ($153.03). The procedure can be bundled into a comprehensive APC if other services qualifying for that comprehensive APC are present. If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","150.01","127.51","150.07","182","153.03","371.52","other","OPPS APC"
"Office Visit, Established Pat","PX-90000103","CDM","99215","CPT","0914","RC","","","","outpatient","","","516.00","387.00","AETNA [1001]","HB MCL AETNA","285.35","55.3","","281.61","281.61","563.22","62","153.03","550.57","percent of total billed charges",""
"Office Visit, Established Pat","PX-90000103","CDM","99215","CPT","0914","RC","","","","outpatient","","","516.00","387.00","TUFTS HEALTH PLAN [170001]","HB MCL TUFTS MEDICARE REPLACEMENT","153.03","","APC Price ($153.03). The procedure can be bundled into a comprehensive APC if other services qualifying for that comprehensive APC are present.","150.01","150.01","450.03","25","153.03","550.57","other","OPPS APC"
"Office Visit, Established Pat","PX-96100047","CDM","99213","CPT","0961","RC","","","","outpatient","","","281.00","210.75","AETNA [1001]","HB MCL AETNA","155.39","55.3","","123.24","123.24","246.48","97","68.78","344","percent of total billed charges",""
"Office Visit, Established Pat","PX-96100047","CDM","99213","CPT","0961","RC","","","","outpatient","","","281.00","210.75","MASSHEALTH [3001]","HB MCL MEDICAID","182.09","64.8","","144.50","144.50","144.50","1 through 10","68.78","344","percent of total billed charges",""
"Office Visit, Established Pat","PX-96100048","CDM","99214","CPT","0961","RC","","","","outpatient","","","415.00","311.25","AETNA [1001]","HB MCL AETNA","229.50","55.3","","195.24","195.24","390.48","66","101.19","392.53","percent of total billed charges",""
"Office Visit, Established Pat","PX-96100048","CDM","99214","CPT","0961","RC","","","","outpatient","","","415.00","311.25","BLUE CROSS BLUE SHIELD [110001]","HB MCL BLUE CROSS MEDICARE REPLACEMENT","222.90","53.71","","405.00","405.00","405.00","1 through 10","101.19","392.53","percent of total billed charges",""
"Office Visit, Established Pat","PX-96100049","CDM","99215","CPT","0961","RC","","","","outpatient","","","580.00","435.00","AETNA [1001]","HB MCL AETNA","320.74","55.3","","281.61","281.61","563.22","62","150.01","550.57","percent of total billed charges",""
"Opps/Php/Iop; Train & Educ Serv","PX-90000021","CDM","G0177","HCPCS","0915","RC","","","","outpatient","","","179.00","134.25","BLUE CROSS ALTERNATE [110002]","HB MCL BLUE CROSS HMO / PPO / INDEM","107.40","60","","175.00","175.00","175.00","1 through 10","96.14","344","percent of total billed charges",""
"Opps/Php/Iop; Train & Educ Serv","PX-90000021","CDM","G0177","HCPCS","0915","RC","","","","outpatient","","","179.00","134.25","BLUE CROSS BLUE SHIELD [110001]","HB MCL BLUE CROSS MEDICARE REPLACEMENT","96.14","53.71","","119.19","119.19","119.19","48","96.14","344","percent of total billed charges",""
"Organic Disturbances And Intellectual Disability","884","MS-DRG","","","","","","","","inpatient","","","15583.00","11687.25","MEDICARE [2001]","HB MCL MEDICARE","1184.00","","Case rate ($1,184.00) multiplied by an age adjustment factor and a comorbidity factor, if any. Adds a variable per diem by day. The outlier threshold is defined as $48,327.62 plus the variable per diem by day. If the cost, as defined by total billed amount less exclusions * a cost-to-charge ratio of 0.453, exceeds the outlier threshold, then the stay qualifies for an outlier and adds a reimbursement of the excess amount adjusted by a variable per diem by day. Age adjustment factors: Ages 0-44: 1, 45-54: 1.02, 55-59: 1.05, 60-64: 1.06, 65-69: 1.09, 70-79: 1.11, 80-999: 1.13. Comorbidity adjustment factors: Developmental Disabilities: 1.04; Tracheotomy: 1.09; Renal Failure, Acute: 1.06; Renal Failure, Chronic: 1.08; Oncology Treatment: 1.44; Uncontrolled Diabetes: 1.05; Protein Calorie Malnutrition: 1.17; Eating Disorders: 1.09; Cardiac Conditions: 1.04; Gangrene: 1.12; Chronic Obstructive Pulmonary Disease and Sleep Apnea: 1.09; Artificial Openings - Digestive and Urinary: 1.07; Musculoskeletal and Connective Tissue Diseases, Severe: 1.05; Poisoning: 1.16; Intensive Management for High-Risk Behavior: 1.07. Day adjustment factors: Days 1: 1.28, 2: 1.2, 3: 1.15, 4: 1.12, 5: 1.08, 6: 1.06, 7: 1.03, 8: 1.02, 9: 1.01, 10-9999: 1. The ED day 1 adjustment factor is 1.54, and is used as the day adjustment factor for day 1 unless the inpatient psychiatric facility is a separate unit in an acute care hospital, and the patient is transferred from a different unit in that hospital. Outlier day adjustment factors: Days 1-9: 0.8, 10-9999: 0.6.","54013.24","54013.24","54013.24","1 through 10","1184","1184","other","Inpatient Psych"
"Organic Disturbances And Intellectual Disability","884","MS-DRG","","","","","","","","inpatient","","","15583.00","11687.25","MEDICARE ALTERNATE [2002]","HB MCL MEDICARE","1184.00","","Case rate ($1,184.00) multiplied by an age adjustment factor and a comorbidity factor, if any. Adds a variable per diem by day. The outlier threshold is defined as $48,327.62 plus the variable per diem by day. If the cost, as defined by total billed amount less exclusions * a cost-to-charge ratio of 0.453, exceeds the outlier threshold, then the stay qualifies for an outlier and adds a reimbursement of the excess amount adjusted by a variable per diem by day. Age adjustment factors: Ages 0-44: 1, 45-54: 1.02, 55-59: 1.05, 60-64: 1.06, 65-69: 1.09, 70-79: 1.11, 80-999: 1.13. Comorbidity adjustment factors: Developmental Disabilities: 1.04; Tracheotomy: 1.09; Renal Failure, Acute: 1.06; Renal Failure, Chronic: 1.08; Oncology Treatment: 1.44; Uncontrolled Diabetes: 1.05; Protein Calorie Malnutrition: 1.17; Eating Disorders: 1.09; Cardiac Conditions: 1.04; Gangrene: 1.12; Chronic Obstructive Pulmonary Disease and Sleep Apnea: 1.09; Artificial Openings - Digestive and Urinary: 1.07; Musculoskeletal and Connective Tissue Diseases, Severe: 1.05; Poisoning: 1.16; Intensive Management for High-Risk Behavior: 1.07. Day adjustment factors: Days 1: 1.28, 2: 1.2, 3: 1.15, 4: 1.12, 5: 1.08, 6: 1.06, 7: 1.03, 8: 1.02, 9: 1.01, 10-9999: 1. The ED day 1 adjustment factor is 1.54, and is used as the day adjustment factor for day 1 unless the inpatient psychiatric facility is a separate unit in an acute care hospital, and the patient is transferred from a different unit in that hospital. Outlier day adjustment factors: Days 1-9: 0.8, 10-9999: 0.6.","436.63","263.85","1391.40","1 through 10","1184","1184","other","Inpatient Psych"
"Pf Exam Neurobehavrl by Psych / Hr","PX-96100012","CDM","96116","CPT","0961","RC","","","","both","","","134.00","100.50","AETNA [1001]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","500.05","128.38","500.05","1 through 10","96.48","96.48","other","OPPS APC"
"Pf Exam Neurobehavrl by Psych / Hr","PX-96100012","CDM","96116","CPT","0961","RC","","","","both","","","134.00","100.50","COMMONWEALTH CARE ALLIANCE [1007]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","477.22","80.06","477.22","1 through 10","96.48","96.48","other","OPPS APC"
"Pf Exam Neurobehavrl by Psych / Hr","PX-96100012","CDM","96116","CPT","0961","RC","","","","both","","","134.00","100.50","HUMANA [1012]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","81.03","81.03","81.03","1 through 10","96.48","96.48","other","OPPS APC"
"Pf Exam Neurobehavrl by Psych / Hr","PX-96100012","CDM","96116","CPT","0961","RC","","","","both","","","134.00","100.50","MEDICARE [2001]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","485.18","409.89","485.18","37","96.48","96.48","other","OPPS APC"
"Pf Exam Neurobehavrl by Psych / Hr","PX-96100012","CDM","96116","CPT","0961","RC","","","","both","","","134.00","100.50","MEDICARE ALTERNATE [2002]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","81.39","81.36","84.03","17","96.48","96.48","other","OPPS APC"
"Pf Exam Neurobehavrl by Psych / Hr","PX-96100012","CDM","96116","CPT","0961","RC","","","","outpatient","","","134.00","100.50","AETNA [1001]","HB MCL AETNA","74.10","55.3","","355.50","299.61","355.50","1 through 10","71.97","344","percent of total billed charges",""
"Pf Exam Neurobehavrl by Psych / Hr","PX-96100012","CDM","96116","CPT","0961","RC","","","","outpatient","","","134.00","100.50","BLUE CROSS BLUE SHIELD [110001]","HB MCL BLUE CROSS MEDICARE REPLACEMENT","71.97","53.71","","233.36","233.36","254.16","1 through 10","71.97","344","percent of total billed charges",""
"Pf Exam Neurobehavrl by Psych / Hr","PX-96100012","CDM","96116","CPT","0961","RC","","","","outpatient","","","134.00","100.50","TUFTS HEALTH PLAN [170001]","HB MCL TUFTS MEDICARE REPLACEMENT","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87).","252.09","82.95","348.62","11","71.97","344","other","OPPS APC"
"Pf Psy Thrpy Family W/O Pt","PX-96100001","CDM","90846","CPT","0961","RC","","","","both","","","340.00","255.00","MEDICARE ALTERNATE [2002]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","102.69","102.69","102.69","1 through 10","244.8","244.8","other","OPPS APC"
"Pf Psy Thrpy Family W/O Pt","PX-96100001","CDM","90846","CPT","0961","RC","","","","outpatient","","","340.00","255.00","AETNA [1001]","HB MCL AETNA","188.02","55.3","","572.24","513.12","572.24","1 through 10","182.61","344","percent of total billed charges",""
"Pf Psy Thrpy Family W/Pt","PX-96100002","CDM","90847","CPT","0961","RC","","","","both","","","355.00","266.25","ELDER SERVICES [1037]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","72.52","72.52","72.52","1 through 10","255.6","255.6","other","OPPS APC"
"Pf Psy Thrpy Family W/Pt","PX-96100002","CDM","90847","CPT","0961","RC","","","","both","","","355.00","266.25","HUMANA [1012]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","1038.24","262.28","1038.24","1 through 10","255.6","255.6","other","OPPS APC"
"Pf Psy Thrpy Family W/Pt","PX-96100002","CDM","90847","CPT","0961","RC","","","","both","","","355.00","266.25","MEDICARE [2001]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","190.81","190.81","819.78","35","255.6","255.6","other","OPPS APC"
"Pf Psy Thrpy Family W/Pt","PX-96100002","CDM","90847","CPT","0961","RC","","","","both","","","355.00","266.25","MEDICARE ALTERNATE [2002]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","81.34","81.31","107.83","18","255.6","255.6","other","OPPS APC"
"Pf Psy Thrpy Family W/Pt","PX-96100002","CDM","90847","CPT","0961","RC","","","","outpatient","","","355.00","266.25","AETNA [1001]","HB MCL AETNA","196.32","55.3","","618.00","618.00","682.00","33","186.2","355.67","percent of total billed charges",""
"Pf Psy Thrpy Family W/Pt","PX-96100002","CDM","90847","CPT","0961","RC","","","","outpatient","","","355.00","266.25","BLUE CROSS BLUE SHIELD [110001]","HB MCL BLUE CROSS MEDICARE REPLACEMENT","190.67","53.71","","186.50","186.50","186.50","1 through 10","186.2","355.67","percent of total billed charges",""
"Pf Psy Thrpy Family W/Pt","PX-96100002","CDM","90847","CPT","0961","RC","","","","outpatient","","","355.00","266.25","TUFTS HEALTH PLAN [170001]","HB MCL TUFTS MEDICARE REPLACEMENT","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87).","106.29","80.22","186.99","1 through 10","186.2","355.67","other","OPPS APC"
"Pf Psy/Cd Group Therapy","PX-96100003","CDM","90853","CPT","0961","RC","","","","both","","","96.00","72.00","AETNA [1001]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","48.62","48.62","113.83","87","69.12","69.12","other","OPPS APC"
"Pf Psy/Cd Group Therapy","PX-96100003","CDM","90853","CPT","0961","RC","","","","both","","","96.00","72.00","COMMONWEALTH CARE ALLIANCE [1007]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","25.17","24.89","108.09","190","69.12","69.12","other","OPPS APC"
"Pf Psy/Cd Group Therapy","PX-96100003","CDM","90853","CPT","0961","RC","","","","both","","","96.00","72.00","HUMANA [1012]","HB MCL MEDICARE","","","All partial hospitalization services for a date will be collectively paid at a per diem based on the quantity and type of primary partial hospitalization services performed. Intensive outpatient program: quantity between 1 and 3, Per diem ($319.65), quantity 4 or more, Per diem ($485.13). Intensive outpatient program - community mental health center: quantity between 1 and 3, Per diem ($132.09), quantity 4 or more, Per diem ($199.87). If cost exceeds the threshold, the outlier payment is added to the expected reimbursement. Cost is calculated as the billed amount * the cost-to-charge ratio (0.907). The threshold is calculated as the maximum of the outlier multiplier threshold and the fixed threshold. The outlier multiplier threshold is the outlier multiplier factor (1.75) * adjusted APC rate for the line, and the fixed threshold is the outlier fixed-dollar threshold ($7,175) + adjusted APC rate for the line. If the cost is greater than the comparative threshold, then the outlier payment is calculated as 0.5 * (cost - outlier multiplier threshold) and is added to the expected reimbursement.","25.22","25.07","108.31","18","69.12","69.12","other","OPPS APC"
