"hospital_name","last_updated_on","version","location_name","hospital_address","type_2_npi","license_number|MD","To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.","attester_name"
"The Johns Hopkins Hospital","2026-04-01","3.0.0","The Johns Hopkins Hospital","600 North  Wolfe Street, Baltimore, MD 21287","1578597993","30034","true","Ed Beranek"
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","billing_class","setting","drug_unit_of_measurement","drug_type_of_measurement","modifiers","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|methodology","standard_charge|min","standard_charge|max","additional_generic_notes"
"HC UNLISTED MOLE PROC (1650)","30900336","CDM","310","RC","81479","HCPCS","facility","both","","","","5457","5457","","","","","","","","","","","","","Gross Charge Type: SMH DEFAULT FEE SCHEDULE"
"HC UNLISTED MOLE PROC (1650)","30900336","CDM","310","RC","81479","HCPCS","facility","both","","","","3454.17","3454.17","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC UNLISTED MOLE PROC (1650)","30900336","CDM","310","RC","81479","HCPCS","facility","both","","","","3065","3065","","","","","","","","","","","","","Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE"
"HC UNLISTED MOLE PROC (1650)","30900336","CDM","310","RC","81479","HCPCS","facility","both","","","","4421.43","4421.43","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC CHIMERISM ANAL NO SEL (145)","30900337","CDM","310","RC","81267","HCPCS","facility","both","","","","388.56","388.56","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC CHIMERISM ANAL NO SEL (145)","30900337","CDM","310","RC","81267","HCPCS","facility","both","","","","3689","3689","","","","","","","","","","","","","Gross Charge Type: SMH DEFAULT FEE SCHEDULE"
"HC CHIMERISM ANAL NO SEL (145)","30900337","CDM","310","RC","81267","HCPCS","facility","both","","","","303.55","303.55","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC NPM1 GENE (345)","30900338","CDM","310","RC","81310","HCPCS","facility","both","","","","3223","3223","","","","","","","","","","","","","Gross Charge Type: SMH DEFAULT FEE SCHEDULE"
"HC NPM1 GENE (345)","30900338","CDM","310","RC","81310","HCPCS","facility","both","","","","924.48","924.48","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC NPM1 GENE (345)","30900338","CDM","310","RC","81310","HCPCS","facility","both","","","","722.23","722.23","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC PMP22 GENE ANALYSIS","30900339","CDM","310","RC","81325","HCPCS","facility","both","","","","937.88","937.88","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC PMP22 GENE ANALYSIS","30900339","CDM","310","RC","81325","HCPCS","facility","both","","","","732.7","732.7","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC PMP22 GENE ANALYSIS","30900339","CDM","310","RC","81325","HCPCS","facility","both","","","","3821","3821","","","","","","","","","","","","","Gross Charge Type: SMH DEFAULT FEE SCHEDULE"
"HC EXOME SEQUENCE ANAL (3670)","30900340","CDM","310","RC","81415","HCPCS","facility","both","","","","900","900","","","","","","","","","","","","","Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE"
"HC EXOME SEQUENCE ANAL (3670)","30900340","CDM","310","RC","81415","HCPCS","facility","both","","","","9834.34","9834.34","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC EXOME SEQUENCE ANAL (3670)","30900340","CDM","310","RC","81415","HCPCS","facility","both","","","","12133","12133","","","","","","","","","","","","","Gross Charge Type: SMH DEFAULT FEE SCHEDULE"
"HC EXOME SEQUENCE ANAL (3670)","30900340","CDM","310","RC","81415","HCPCS","facility","both","","","","7682.91","7682.91","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC COMPARATOR EXOME (515)","30900341","CDM","310","RC","81416","HCPCS","facility","both","","","","1078.12","1078.12","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC COMPARATOR EXOME (515)","30900341","CDM","310","RC","81416","HCPCS","facility","both","","","","16639","16639","","","","","","","","","","","","","Gross Charge Type: SMH DEFAULT FEE SCHEDULE"
"HC COMPARATOR EXOME (515)","30900341","CDM","310","RC","81416","HCPCS","facility","both","","","","1380.02","1380.02","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC GBA GENE (65)","30900342","CDM","310","RC","81251","HCPCS","facility","both","","","","136.07","136.07","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC GBA GENE (65)","30900342","CDM","310","RC","81251","HCPCS","facility","both","","","","174.17","174.17","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC MOPATH PROCEDUR LEVEL 2 (340)","30900343","CDM","310","RC","81401","HCPCS","facility","both","","","","711.77","711.77","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC MOPATH PROCEDUR LEVEL 2 (340)","30900343","CDM","310","RC","81401","HCPCS","facility","both","","","","350","350","","","","","","","","","","","","","Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE"
"HC MOPATH PROCEDUR LEVEL 2 (340)","30900343","CDM","310","RC","81401","HCPCS","facility","both","","","","911.08","911.08","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC PTN GENE KNOWN (505)","30900344","CDM","310","RC","81322","HCPCS","facility","both","","","","1353.22","1353.22","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC PTN GENE KNOWN (505)","30900344","CDM","310","RC","81322","HCPCS","facility","both","","","","1057.19","1057.19","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC PTN GENE KNOWN (505)","30900344","CDM","310","RC","81322","HCPCS","facility","both","","","","225","225","","","","","","","","","","","","","Gross Charge Type: SMH DEFAULT FEE SCHEDULE"
"HC CYTGN MARRAY COPY NO & SNP (720)","30900345","CDM","310","RC","81229","HCPCS","facility","both","","","","1929.36","1929.36","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC CYTGN MARRAY COPY NO & SNP (720)","30900345","CDM","310","RC","81229","HCPCS","facility","both","","","","1507.28","1507.28","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC CYTGN MARRAY COPY NO & SNP (720)","30900345","CDM","310","RC","81229","HCPCS","facility","both","","","","5365","5365","","","","","","","","","","","","","Gross Charge Type: SMH SOFT LAB FEE SCHEDULE"
"HC CYTGN MARRAY COPY NO & SNP (720)","30900345","CDM","310","RC","81229","HCPCS","facility","both","","","","1263","1263","","","","","","","","","","","","","Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE"
"HC CYTGN MARRAY COPY NO & SNP (815)","30900346","CDM","310","RC","81229","HCPCS","facility","both","","","","576","576","","","","","","","","","","","","","Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE"
"HC CYTGN MARRAY COPY NO & SNP (815)","30900346","CDM","310","RC","81229","HCPCS","facility","both","","","","2183.92","2183.92","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC CYTGN MARRAY COPY NO & SNP (815)","30900346","CDM","310","RC","81229","HCPCS","facility","both","","","","1706.15","1706.15","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC CYTGN MARRAY COPY NO & SNP (815)","30900346","CDM","310","RC","81229","HCPCS","facility","both","","","","6045","6045","","","","","","","","","","","","","Gross Charge Type: SMH SOFT LAB FEE SCHEDULE"
"HC UNLISTED MOL PATH (610)","30900347","CDM","310","RC","81479","HCPCS","facility","both","","","","985","985","","","","","","","","","","","","","Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE"
"HC UNLISTED MOL PATH (610)","30900347","CDM","310","RC","81479","HCPCS","facility","both","","","","1634.59","1634.59","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC UNLISTED MOL PATH (610)","30900347","CDM","310","RC","81479","HCPCS","facility","both","","","","4096","4096","","","","","","","","","","","","","Gross Charge Type: SMH SOFT LAB FEE SCHEDULE"
"HC UNLISTED MOL PATH (610)","30900347","CDM","310","RC","81479","HCPCS","facility","both","","","","1276.99","1276.99","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC MPATH PROCEDUR LEVEL 5 (2460)","30900348","CDM","310","RC","81404","HCPCS","facility","both","","","","6591.95","6591.95","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC MPATH PROCEDUR LEVEL 5 (2460)","30900348","CDM","310","RC","81404","HCPCS","facility","both","","","","5149.86","5149.86","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC MPATH PROCEDUR LEVEL 5 (2460)","30900348","CDM","310","RC","81404","HCPCS","facility","both","","","","17829","17829","","","","","","","","","","","","","Gross Charge Type: SMH SOFT LAB FEE SCHEDULE"
"HC HLA II TYPING  1 LOC LR (120)","30900349","CDM","310","RC","81376","HCPCS","facility","both","","","","321.56","321.56","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC HLA II TYPING  1 LOC LR (120)","30900349","CDM","310","RC","81376","HCPCS","facility","both","","","","1152","1152","","","","","","","","","","","","","Gross Charge Type: SMH SOFT LAB FEE SCHEDULE"
"HC HLA II TYPING  1 LOC LR (120)","30900349","CDM","310","RC","81376","HCPCS","facility","both","","","","251.22","251.22","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC HLA II TYPING  1 LOC HR (290)","30900350","CDM","310","RC","81382","HCPCS","facility","both","","","","777.1","777.1","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC HLA II TYPING  1 LOC HR (290)","30900350","CDM","310","RC","81382","HCPCS","facility","both","","","","2787","2787","","","","","","","","","","","","","Gross Charge Type: SMH SOFT LAB FEE SCHEDULE"
"HC HLA II TYPING  1 LOC HR (290)","30900350","CDM","310","RC","81382","HCPCS","facility","both","","","","607.1","607.1","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC HLA CLASS I PHENOTYPE QUAL","30900351","CDM","302","RC","86830","HCPCS","facility","both","","","","644","644","","","","","","","","","","","","","Gross Charge Type: SMH SOFT LAB FEE SCHEDULE"
"HC HLA CLASS I PHENOTYPE QUAL","30900351","CDM","302","RC","86830","HCPCS","facility","both","","","","293.09","293.09","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC HLA CLASS I PHENOTYPE QUAL","30900351","CDM","302","RC","86830","HCPCS","facility","both","","","","375.15","375.15","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC HLA CLASS II PHENOTYPE QUAL","30900352","CDM","302","RC","86831","HCPCS","facility","both","","","","293.09","293.09","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC HLA CLASS II PHENOTYPE QUAL","30900352","CDM","302","RC","86831","HCPCS","facility","both","","","","846","846","","","","","","","","","","","","","Gross Charge Type: SMH SOFT LAB FEE SCHEDULE"
"HC HLA CLASS II PHENOTYPE QUAL","30900352","CDM","302","RC","86831","HCPCS","facility","both","","","","375.15","375.15","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC HLA I TYPING 1 LOCUS LR (55)","30900353","CDM","310","RC","81373","HCPCS","facility","both","","","","115.14","115.14","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC HLA I TYPING 1 LOCUS LR (55)","30900353","CDM","310","RC","81373","HCPCS","facility","both","","","","918","918","","","","","","","","","","","","","Gross Charge Type: SMH SOFT LAB FEE SCHEDULE"
"HC HLA I TYPING 1 LOCUS LR (55)","30900353","CDM","310","RC","81373","HCPCS","facility","both","","","","147.37","147.37","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC HLA CLASS I&II ANTIBODY QUAL","30900354","CDM","302","RC","86828","HCPCS","facility","both","","","","41.87","41.87","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC HLA CLASS I&II ANTIBODY QUAL","30900354","CDM","302","RC","86828","HCPCS","facility","both","","","","217","217","","","","","","","","","","","","","Gross Charge Type: SMH SOFT LAB FEE SCHEDULE"
"HC HLA CLASS I&II ANTIBODY QUAL","30900354","CDM","302","RC","86828","HCPCS","facility","both","","","","53.6","53.6","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC PMP22 GENE DUP/DELET (505)","30900355","CDM","310","RC","81324","HCPCS","facility","both","","","","525","525","","","","","","","","","","","","","Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE"
"HC PMP22 GENE DUP/DELET (505)","30900355","CDM","310","RC","81324","HCPCS","facility","both","","","","1353.22","1353.22","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC PMP22 GENE DUP/DELET (505)","30900355","CDM","310","RC","81324","HCPCS","facility","both","","","","1057.19","1057.19","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC PMPP22 GENE DUP/DELET (850)","30900356","CDM","310","RC","81324","HCPCS","facility","both","","","","1779.42","1779.42","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC PMPP22 GENE DUP/DELET (850)","30900356","CDM","310","RC","81324","HCPCS","facility","both","","","","2277.7","2277.7","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC MOPATH PROCEDURE LEVEL 2 (595)","30900357","CDM","310","RC","81401","HCPCS","facility","both","","","","1245.6","1245.6","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC MOPATH PROCEDURE LEVEL 2 (595)","30900357","CDM","310","RC","81401","HCPCS","facility","both","","","","1594.4","1594.4","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC MOPATH PROCEDURE LEVEL 5 (870)","30900358","CDM","310","RC","81404","HCPCS","facility","both","","","","2331.3","2331.3","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC MOPATH PROCEDURE LEVEL 5 (870)","30900358","CDM","310","RC","81404","HCPCS","facility","both","","","","1821.29","1821.29","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC MOPATH PROCEDURE LEVEL 5 (870)","30900358","CDM","310","RC","81404","HCPCS","facility","both","","","","740","740","","","","","","","","","","","","","Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE"
"HC MOPATH PROCEDURE LEVEL 5 (1580)","30900359","CDM","310","RC","81404","HCPCS","facility","both","","","","3440","3440","","","","","","","","","","","","","Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE"
"HC MOPATH PROCEDURE LEVEL 5 (1580)","30900359","CDM","310","RC","81404","HCPCS","facility","both","","","","4233.85","4233.85","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC MOPATH PROCEDURE LEVEL 5 (1580)","30900359","CDM","310","RC","81404","HCPCS","facility","both","","","","3307.63","3307.63","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC MOPATH PROCEDURE LEVEL 6 (3030)","30900360","CDM","310","RC","81405","HCPCS","facility","both","","","","6343.11","6343.11","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC MOPATH PROCEDURE LEVEL 6 (3030)","30900360","CDM","310","RC","81405","HCPCS","facility","both","","","","8119.34","8119.34","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC MOPATH PROCEDURE LEVEL 7  (870)","30900361","CDM","310","RC","81406","HCPCS","facility","both","","","","1821.29","1821.29","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC MOPATH PROCEDURE LEVEL 7  (870)","30900361","CDM","310","RC","81406","HCPCS","facility","both","","","","2331.3","2331.3","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC ASPA GENE (185)","30900362","CDM","310","RC","81200","HCPCS","facility","both","","","","495.74","495.74","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC ASPA GENE (185)","30900362","CDM","310","RC","81200","HCPCS","facility","both","","","","387.29","387.29","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC GJB2 GENE FULL SEQ (220)","30900363","CDM","310","RC","81252","HCPCS","facility","both","","","","460.55","460.55","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC GJB2 GENE FULL SEQ (220)","30900363","CDM","310","RC","81252","HCPCS","facility","both","","","","369","369","","","","","","","","","","","","","Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE"
"HC GJB2 GENE FULL SEQ (220)","30900363","CDM","310","RC","81252","HCPCS","facility","both","","","","589.53","589.53","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC GJB6 GENE COM VAR (1)","30900364","CDM","310","RC","81254","HCPCS","facility","both","","","","2.68","2.68","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC GJB6 GENE COM VAR (1)","30900364","CDM","310","RC","81254","HCPCS","facility","both","","","","2.09","2.09","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC DMD DUP/DELET ANALYSIS (1340)","30900365","CDM","310","RC","81161","HCPCS","facility","both","","","","8120","8120","","","","","","","","","","","","","Gross Charge Type: SMH SOFT LAB FEE SCHEDULE"
"HC DMD DUP/DELET ANALYSIS (1340)","30900365","CDM","310","RC","81161","HCPCS","facility","both","","","","2805.21","2805.21","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
"HC DMD DUP/DELET ANALYSIS (1340)","30900365","CDM","310","RC","81161","HCPCS","facility","both","","","","3590.73","3590.73","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC MO PATH PROCEDUR LEVEL 1  (320)","30900366","CDM","310","RC","81400","HCPCS","facility","both","","","","545","545","","","","","","","","","","","","","Gross Charge Type: JHH CLIN CLIENT FEE SCHEDULE"
"HC MO PATH PROCEDUR LEVEL 1  (320)","30900366","CDM","310","RC","81400","HCPCS","facility","both","","","","857.5","857.5","","","","","","","","","","","","","Gross Charge Type: JHH LABS 42"
"HC MO PATH PROCEDUR LEVEL 1  (320)","30900366","CDM","310","RC","81400","HCPCS","facility","both","","","","1939","1939","","","","","","","","","","","","","Gross Charge Type: SMH SOFT LAB FEE SCHEDULE"
"HC MO PATH PROCEDUR LEVEL 1  (320)","30900366","CDM","310","RC","81400","HCPCS","facility","both","","","","669.9","669.9","","","","","","","","","","","","","Gross Charge Type: BMC 42 LABS"
