"hospital_name","last_updated_on","version","location_name","hospital_address","type_2_npi","license_number|MD","To the best of its knowledge and belief, this hospital has included all applicable standard charge information in accordance with the requirements of 45 CFR 180.50, and the information encoded is true, accurate, and complete as of the date in the file. This hospital has included all payer-specific negotiated charges in dollars that can be expressed as a dollar amount. For payer-specific negotiated charges that cannot be expressed as a dollar amount in the machine-readable file or not knowable in advance, the hospital attests that the payer-specific negotiated charge is based on a contractual algorithm, percentage or formula that precludes the provision of a dollar amount and has provided all necessary information available to the hospital for the public to be able to derive the dollar amount, including, but not limited to, the specific fee schedule or components referenced in such percentage, algorithm or formula.","attester_name"
"The Johns Hopkins Hospital","2026-04-01","3.0.0","The Johns Hopkins Hospital","600 North  Wolfe Street, Baltimore, MD 21287","1578597993","30034","true","Ed Beranek"
"description","code|1","code|1|type","code|2","code|2|type","code|3","code|3|type","billing_class","setting","drug_unit_of_measurement","drug_type_of_measurement","modifiers","standard_charge|gross","standard_charge|discounted_cash","payer_name","plan_name","standard_charge|negotiated_dollar","standard_charge|negotiated_percentage","standard_charge|negotiated_algorithm","median_amount","10th_percentile","90th_percentile","count","standard_charge|methodology","standard_charge|min","standard_charge|max","additional_generic_notes"
"Non-Malignant Breast Disorders With Cc/Mcc","600","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Advantage Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders With Cc/Mcc","600","MS-DRG","","","","","facility","inpatient","","","","","","Wellpoint","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Alterwood","Advantage  Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Amerigroup","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Carefirst Other Commercial Plan","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Carefirst Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Ehp","Employee","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Ehp","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Geisinger","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Health Net","Federal Services Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Hopkins","Elderplus Other Commercial Plan","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Humana","Military Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Kaiser","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Kaiser","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Keycare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Maryland Physicians Care","Medicaid Managed Care Plan","","92.3","","1098.83","1098.83","1098.83","1 through 10","percent of total billed charges","","",""
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Medicare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Multiplan","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Phcs","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Priority Partners","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Usfhp","Prime Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Advantage Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Non-Malignant Breast Disorders Without Cc/Mcc","601","MS-DRG","","","","","facility","inpatient","","","","","","Wellpoint","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","","92.3","","53466.32","53466.32","54045.53","1 through 10","percent of total billed charges","","",""
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Alterwood","Advantage  Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Amerigroup","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Carefirst Other Commercial Plan","","100","","7293.36","7293.36","7293.36","1 through 10","percent of total billed charges","","",""
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Carefirst Medicare Managed Care Plan","","92.3","","16437.4","16437.4","16437.4","1 through 10","percent of total billed charges","","",""
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","","92.3","","22588.51","22588.51","22588.51","1 through 10","percent of total billed charges","","",""
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","All Commercial Plans","","100","","14587.33","14587.33","14587.33","1 through 10","percent of total billed charges","","",""
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Ehp","Medicare Managed Care Plan","","92.3","","5222.39","5222.39","5222.39","1 through 10","percent of total billed charges","","",""
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Ehp","Employee","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Geisinger","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Health Net","Federal Services Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Hopkins","Elderplus Other Commercial Plan","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Humana","Military Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Kaiser","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Kaiser","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Keycare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Maryland Physicians Care","Medicaid Managed Care Plan","","92.3","","17926.85","17926.85","26382.97","1 through 10","percent of total billed charges","","",""
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Medicare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Multiplan","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Phcs","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Priority Partners","Medicaid Managed Care Plan","","92.3","","11138.36","6869.62","30685.14","1 through 10","percent of total billed charges","","",""
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","92.3","","19911.84","19911.84","19911.84","1 through 10","percent of total billed charges","","",""
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","All Commercial Plans","","100","","38397.21","38397.21","38397.21","1 through 10","percent of total billed charges","","",""
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Usfhp","Prime Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Advantage Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis With Mcc","602","MS-DRG","","","","","facility","inpatient","","","","","","Wellpoint","Medicaid Managed Care Plan","","92.3","","14887.72","14887.72","14887.72","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","","92.3","","9969.71","9969.71","9969.71","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","All Commercial Plans","","100","","8652.05","8652.05","8652.05","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Alterwood","Advantage  Medicare Managed Care Plan","","92.3","","9039.9","9039.9","9039.9","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Amerigroup","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","All Commercial Plans","","100","","10120.54","5824.36","17229.6","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Carefirst Medicare Managed Care Plan","","92.3","","2170.23","2170.23","2170.23","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Carefirst Other Commercial Plan","","100","","11575.95","9674.02","21638.4","12","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","92.3","","8279.4","8279.4","8279.4","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","All Commercial Plans","","100","","11603.6","7607.32","21471.62","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Ehp","Medicare Managed Care Plan","","92.3","","18608.01","18608.01","18608.01","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Ehp","Employee","","100","","9193.39","9193.39","9193.39","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Geisinger","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Health Net","Federal Services Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Hopkins","Elderplus Other Commercial Plan","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Humana","Military Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Kaiser","All Commercial Plans","","100","","9282.93","9282.93","9282.93","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Kaiser","Medicare Managed Care Plan","","92.3","","7724.04","7724.04","12959.68","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Keycare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Maryland Physicians Care","Medicaid Managed Care Plan","","92.3","","13575.26","1098.83","21518.09","16","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Medicare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Multiplan","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Phcs","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Priority Partners","Medicaid Managed Care Plan","","92.3","","11988.48","6480.08","25882.27","52","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","92.3","","11222.8","711.71","34791.73","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicaid Managed Care Plan","","92.3","","3403.15","528.39","38234.53","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","All Commercial Plans","","100","","18118.21","14176.75","31798.57","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Usfhp","Prime Tricare Government","","100","","15938.75","15938.75","15938.75","1 through 10","percent of total billed charges","","",""
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Advantage Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Cellulitis Without Mcc","603","MS-DRG","","","","","facility","inpatient","","","","","","Wellpoint","Medicaid Managed Care Plan","","92.3","","12445.49","5075.2","19369.85","18","percent of total billed charges","","",""
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","","92.3","","54701.08","54701.08","54701.08","1 through 10","percent of total billed charges","","",""
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Alterwood","Advantage  Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Amerigroup","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Carefirst Other Commercial Plan","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Carefirst Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Cigna","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Ehp","Employee","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Ehp","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Geisinger","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Health Net","Federal Services Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Hopkins","Elderplus Other Commercial Plan","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Humana","Military Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Kaiser","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Kaiser","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Keycare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Maryland Physicians Care","Medicaid Managed Care Plan","","92.3","","19394.79","19394.79","19394.79","1 through 10","percent of total billed charges","","",""
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Medicare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Multiplan","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Phcs","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Priority Partners","Medicaid Managed Care Plan","","92.3","","21524.64","21524.64","21524.64","1 through 10","percent of total billed charges","","",""
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Unitedhealthcare","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Usfhp","Prime Tricare Government","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Wellcare","Advantage Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast With Mcc","604","MS-DRG","","","","","facility","inpatient","","","","","","Wellpoint","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","Medicare Managed Care Plan","","92.3","","2455.72","2455.72","3690.84","1 through 10","percent of total billed charges","","",""
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Aetna","All Commercial Plans","","100","","16869.33","16869.33","16990.28","1 through 10","percent of total billed charges","","",""
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Alterwood","Advantage  Medicare Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Amerigroup","Medicaid Managed Care Plan","","92.3","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Carefirst Medicare Managed Care Plan","","92.3","","4841.39","4841.39","4841.39","1 through 10","percent of total billed charges","","",""
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","All Commercial Plans","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
"Trauma To The Skin, Subcutaneous Tissue And Breast Without Mcc","605","MS-DRG","","","","","facility","inpatient","","","","","","Bcbs","Carefirst Other Commercial Plan","","100","","","","","0","percent of total billed charges","","","No services performed during 15-month lookback period."
